,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,ÃÑÀ¯±âÅº¼Ò,ÃÑÁú¼Ò,ÃÑÀÎ,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2016-04-17,¿ëºÀ,17.9,6.7,222.0,0.6,4.7,4.942,0.194,13.5,,,,,,,,,,,,,,,
2016-04-18,¿ëºÀ,17.7,6.7,202.0,0.9,4.2,3.803,0.179,7.0,,,,,,,,,,,,,,,
2016-04-19,¿ëºÀ,19.3,6.7,217.0,1.2,4.0,3.873,0.174,6.3,,,,,,,,,,,,,,,
2016-04-20,¿ëºÀ,18.8,6.8,225.0,3.6,3.9,4.059,0.15,8.6,,,,,,,,,,,,,,,
2016-04-21,¿ëºÀ,18.5,6.7,247.0,0.9,3.8,4.805,0.151,7.8,,,,,,,,,,,,,,,
2016-04-22,¿ëºÀ,18.9,6.7,205.0,0.9,3.7,4.357,0.18,4.1,,,,,,,,,,,,,,,
2016-04-23,¿ëºÀ,19.2,6.7,198.0,2.8,3.4,3.845,0.14,4.8,,,,,,,,,,,,,,,
2016-04-24,¿ëºÀ,19.8,6.7,209.0,2.7,3.3,4.053,0.137,5.7,,,,,,,,,,,,,,,
2016-04-25,¿ëºÀ,20.5,6.9,227.0,5.1,3.3,4.177,0.113,13.6,,,,,,,,,,,,,,,
2016-04-26,¿ëºÀ,21.6,7.1,246.0,7.9,3.4,4.311,0.076,36.1,,,,,,,,,,,,,,,
2016-04-27,¿ëºÀ,19.8,6.8,255.0,3,3.5,4.693,0.087,23.7,,,,,,,,,,,,,,,
2016-04-28,¿ëºÀ,18.0,6.7,180.0,1.3,3.6,3.75,0.155,4.3,,,,,,,,,,,,,,,
2016-04-29,¿ëºÀ,18.7,6.7,180.0,1.8,3.6,3.654,0.163,3.2,,,,,,,,,,,,,,,
2016-04-30,¿ëºÀ,19.3,6.7,191.0,1.7,3.6,3.849,0.152,3.3,,,,,,,,,,,,,,,
2016-05-01,¿ëºÀ,20.2,6.7,211.0,1.1,3.5,4.179,0.148,3.6,,,,,,,,,,,,,,,
2016-05-02,¿ëºÀ,20.5,6.7,225.0,1.3,3.5,4.142,0.127,6.4,,,,,,,,,,,,,,,
2016-05-03,¿ëºÀ,19.6,6.7,207.0,0.9,3.5,4.379,0.148,5.8,,,,,,,,,,,,,,,
2016-05-04,¿ëºÀ,18.9,6.7,169.0,2,3.6,3.554,0.15,2.8,,,,,,,,,,,,,,,
2016-05-05,¿ëºÀ,19.0,6.7,183.0,1.9,3.6,3.62,0.134,2.4,,,,,,,,,,,,,,,
2016-05-06,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-05-07,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,¿ëºÀ,20.7,7.3,230.0,9.1,3.5,4.525,0.116,38.3,,,,,,,,,,,,,,,
2016-05-13,¿ëºÀ,21.2,7.5,232.0,9.9,3.5,3.976,0.121,39.1,,,,,,,,,,,,,,,
2016-05-14,¿ëºÀ,21.7,8.0,242.0,12.9,3.5,3.925,0.108,61.0,,,,,,,,,,,,,,,
2016-05-15,¿ëºÀ,21.6,7.3,269.0,10.9,3.5,4.441,0.09,60.1,,,,,,,,,,,,,,,
2016-05-16,¿ëºÀ,21.5,7.4,297.0,10,3.7,4.996,0.085,73.0,,,,,,,,,,,,,,,
2016-05-17,¿ëºÀ,22.9,8.1,317.0,12.1,4.3,5.394,0.08,87.9,,,,,,,,,,,,,,,
2016-05-18,¿ëºÀ,24.9,8.7,289.0,14.9,5.3,4.753,0.13,100.8,,,,,,,,,,,,,,,
2016-05-19,¿ëºÀ,24.9,8.5,271.0,11.6,6.3,4.024,0.145,63.0,,,,,,,,,,,,,,,
2016-05-20,¿ëºÀ,25.1,8.3,264.0,10.5,5.6,3.503,0.146,42.3,,,,,,,,,,,,,,,
2016-05-21,¿ëºÀ,25.7,7.9,279.0,11.1,5.2,3.638,0.13,36.2,,,,,,,,,,,,,,,
2016-05-22,¿ëºÀ,25.6,7.2,295.0,10,5.0,3.863,0.119,41.7,,,,,,,,,,,,,,,
2016-05-23,¿ëºÀ,25.1,7.0,321.0,6.9,4.8,4.329,0.121,27.6,,,,,,,,,,,,,,,
2016-05-24,¿ëºÀ,24.3,6.9,343.0,3.7,4.8,4.985,0.106,20.7,,,,,,,,,,,,,,,
2016-05-25,¿ëºÀ,24.6,6.9,351.0,2.9,5.5,5.798,0.167,30.7,,,,,,,,,,,,,,,
2016-05-26,¿ëºÀ,25.0,7.0,289.0,4.8,5.3,4.352,0.134,41.2,,,,,,,,,,,,,,,
2016-05-27,¿ëºÀ,25.6,7.3,275.0,8.1,5.5,3.644,0.129,46.0,,,,,,,,,,,,,,,
2016-05-28,¿ëºÀ,25.4,7.1,273.0,7.4,5.2,3.478,0.148,33.6,,,,,,,,,,,,,,,
2016-05-29,¿ëºÀ,25.3,6.9,284.0,5.3,5.2,3.947,0.16,22.9,,,,,,,,,,,,,,,
2016-05-30,¿ëºÀ,25.6,7.1,298.0,5.2,5.3,4.289,0.12,29.0,,,,,,,,,,,,,,,
2016-05-31,¿ëºÀ,25.8,7.2,304.0,8.1,5.2,4.362,0.07,42.8,,,,,,,,,,,,,,,
2016-06-01,¿ëºÀ,25.8,7.2,305.0,7.3,5.0,4.492,0.092,42.4,,,,,,,,,,,,,,,
2016-06-02,¿ëºÀ,25.9,7.2,302.0,8.7,5.0,4.314,0.132,39.1,,,,,,,,,,,,,,,
2016-06-03,¿ëºÀ,26.2,7.1,303.0,6.8,4.9,4.455,0.122,27.6,,,,,,,,,,,,,,,
2016-06-04,¿ëºÀ,24.8,6.8,313.0,2,4.9,5.246,0.115,16.8,,,,,,,,,,,,,,,
2016-06-05,¿ëºÀ,24.7,6.8,326.0,1.5,5.1,5.853,0.144,21.1,,,,,,,,,,,,,,,
2016-06-06,¿ëºÀ,23.8,6.8,291.0,1.4,5.1,5.043,0.135,22.3,,,,,,,,,,,,,,,
2016-06-07,¿ëºÀ,23.6,6.7,279.0,1.8,5.2,4.715,0.121,21.7,,,,,,,,,,,,,,,
2016-06-08,¿ëºÀ,24.3,6.9,261.0,4.8,4.9,4.114,0.081,24.1,,,,,,,,,,,,,,,
2016-06-09,¿ëºÀ,25.5,7.1,266.0,7.4,4.8,4.135,0.085,32.2,,,,,,,,,,,,,,,
2016-06-10,¿ëºÀ,25.5,7.1,278.0,6.9,4.9,4.208,0.092,40.4,,,,,,,,,,,,,,,
2016-06-11,¿ëºÀ,25.7,7.1,286.0,7.4,5.0,4.325,0.081,51.6,,,,,,,,,,,,,,,
2016-06-12,¿ëºÀ,26.0,7.0,290.0,5.7,4.8,4.548,0.101,42.3,,,,,,,,,,,,,,,
2016-06-13,¿ëºÀ,26.5,6.9,291.0,4.5,4.7,4.542,0.116,34.4,,,,,,,,,,,,,,,
2016-06-14,¿ëºÀ,26.9,6.9,308.0,,4.8,4.804,0.089,32.2,,,,,,,,,,,,,,,
2016-06-15,¿ëºÀ,26.0,6.8,319.0,2.5,4.7,4.969,,25.9,,,,,,,,,,,,,,,
2016-06-16,¿ëºÀ,25.7,6.8,316.0,1.1,4.8,5.132,0.126,18.7,,,,,,,,,,,,,,,
2016-06-17,¿ëºÀ,26.5,6.9,313.0,3.1,4.8,5.032,0.136,25.2,,,,,,,,,,,,,,,
2016-06-18,¿ëºÀ,27.1,7.1,302.0,5.5,4.9,4.398,0.082,38.4,,,,,,,,,,,,,,,
2016-06-19,¿ëºÀ,27.6,7.1,284.0,4.9,4.9,3.903,0.118,30.9,,,,,,,,,,,,,,,
2016-06-20,¿ëºÀ,27.1,6.9,287.0,2.7,,4.112,0.134,30.4,,,,,,,,,,,,,,,
2016-06-21,¿ëºÀ,27.6,6.8,305.0,2.1,,4.738,0.133,23.5,,,,,,,,,,,,,,,
2016-06-22,¿ëºÀ,26.7,6.8,292.0,0.8,,4.66,0.137,25.2,,,,,,,,,,,,,,,
2016-06-23,¿ëºÀ,27.1,6.8,277.0,1.6,,4.394,0.229,33.6,,,,,,,,,,,,,,,
2016-06-24,¿ëºÀ,25.3,6.7,235.0,0.6,,4.212,0.206,22.7,,,,,,,,,,,,,,,
2016-06-25,¿ëºÀ,24.7,6.7,199.0,ND,4.5,3.528,0.191,6.3,,,,,,,,,,,,,,,
2016-06-26,¿ëºÀ,26.0,6.8,220.0,0.8,4.9,3.47,0.156,6.9,,,,,,,,,,,,,,,
2016-06-27,¿ëºÀ,26.1,6.9,224.0,2.9,4.9,3.434,0.144,17.0,,,,,,,,,,,,,,,
2016-06-28,¿ëºÀ,25.8,7.0,227.0,5.7,4.9,3.367,0.129,35.2,,,,,,,,,,,,,,,
2016-06-29,¿ëºÀ,25.2,6.8,259.0,2.9,5.0,3.931,0.11,42.9,,,,,,,,,,,,,,,
2016-06-30,¿ëºÀ,25.4,6.8,297.0,2.9,5.1,4.859,0.098,50.4,,,,,,,,,,,,,,,
2016-07-01,¿ëºÀ,25.2,6.7,292.0,1.6,4.8,5.183,0.118,24.0,,,,,,,,,,,,,,,
2016-07-02,¿ëºÀ,24.2,6.6,139.0,1.3,4.8,3.395,0.221,4.6,,,,,,,,,,,,,,,
2016-07-03,¿ëºÀ,23.4,6.6,131.0,1.7,5.2,3.368,0.203,4.1,,,,,,,,,,,,,,,
2016-07-04,¿ëºÀ,22.7,6.6,119.0,3.6,4.6,3.114,0.215,3.5,,,,,,,,,,,,,,,
2016-07-05,¿ëºÀ,23.7,6.7,139.0,3.3,4.9,3.4,0.176,2.5,,,,,,,,,,,,,,,
2016-07-06,¿ëºÀ,25.5,6.6,119.0,2.6,5.3,3.092,0.195,2.2,,,,,,,,,,,,,,,
2016-07-07,¿ëºÀ,26.8,6.6,126.0,1.9,5.6,3.123,0.204,2.4,,,,,,,,,,,,,,,
2016-07-08,¿ëºÀ,27.3,6.6,159.0,1.1,5.0,3.654,0.186,3.4,,,,,,,,,,,,,,,
2016-07-09,¿ëºÀ,28.8,6.7,166.0,2.3,4.4,3.585,0.166,10.0,,,,,,,,,,,,,,,
2016-07-10,¿ëºÀ,29.1,6.9,178.0,4.4,4.4,3.595,0.174,27.5,,,,,,,,,,,,,,,
2016-07-11,¿ëºÀ,28.7,7.0,184.0,5,4.3,3.583,0.15,40.4,,,,,,,,,,,,,,,
2016-07-12,¿ëºÀ,27.6,6.7,213.0,1.3,4.2,4.184,0.14,34.3,,,,,,,,,,,,,,,
2016-07-13,¿ëºÀ,27.8,6.8,221.0,2.9,4.1,4.43,0.173,28.2,,,,,,,,,,,,,,,
2016-07-14,¿ëºÀ,28.5,7.2,194.0,6,3.8,3.591,0.132,35.8,,,,,,,,,,,,,,,
2016-07-15,¿ëºÀ,28.6,7.2,208.0,6.2,3.0,3.541,0.136,37.0,,,,,,,,,,,,,,,
2016-07-16,¿ëºÀ,26.9,6.8,239.0,ND,3.0,4.582,0.173,22.6,,,,,,,,,,,,,,,
2016-07-17,¿ëºÀ,26.9,6.8,279.0,ND,2.9,5.292,0.171,19.2,,,,,,,,,,,,,,,
2016-07-18,¿ëºÀ,,,,,,4.145,0.152,,,,,,,,,,,,,,,,
2016-07-19,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,¿ëºÀ,28.5,8.5,232.0,12.6,3.5,3.748,0.137,86.2,,,,,,,,,,,,,,,
2016-07-21,¿ëºÀ,28.4,8.0,246.0,11.2,3.0,4.105,0.117,81.8,,,,,,,,,,,,,,,
2016-07-22,¿ëºÀ,28.6,7.4,270.0,9,2.9,4.594,0.106,57.0,,,,,,,,,,,,,,,
2016-07-23,¿ëºÀ,29.6,7.6,272.0,8.7,3.0,4.466,0.125,59.9,,,,,,,,,,,,,,,
2016-07-24,¿ëºÀ,30.6,7.3,267.0,8.6,2.9,4.177,0.126,60.3,,,,,,,,,,,,,,,
2016-07-25,¿ëºÀ,31.3,7.5,271.0,6,2.9,4.118,0.132,43.3,,,,,,,,,,,,,,,
2016-07-26,¿ëºÀ,31.5,7.8,271.0,7.3,2.9,4.179,0.146,43.6,,,,,,,,,,,,,,,
2016-07-27,¿ëºÀ,30.9,7.2,282.0,6.2,2.8,4.187,0.118,43.4,,,,,,,,,,,,,,,
2016-07-28,¿ëºÀ,30.9,7.0,290.0,2.4,2.9,4.353,0.138,46.0,,,,,,,,,,,,,,,
2016-07-29,¿ëºÀ,31.4,7.0,292.0,3.6,2.8,4.05,0.151,52.8,,,,,,,,,,,,,,,
2016-07-30,¿ëºÀ,32.4,7.7,302.0,8.3,5.1,3.52,0.162,71.4,,,,,,,,,,,,,,,
2016-07-31,¿ëºÀ,33.1,8.5,286.0,11.5,5.0,2.895,0.184,89.5,,,,,,,,,,,,,,,
2016-08-01,¿ëºÀ,33.1,9.1,272.0,13.1,4.7,2.176,0.174,86.7,,,,,,,,,,,,,,,
2016-08-02,¿ëºÀ,32.3,9.0,266.0,12.2,4.5,1.793,0.147,83.4,,,,,,,,,,,,,,,
2016-08-03,¿ëºÀ,31.7,8.1,281.0,9.2,4.3,2.817,0.137,88.9,,,,,,,,,,,,,,,
2016-08-04,¿ëºÀ,31.1,7.1,313.0,5.1,4.2,3.817,0.121,68.1,,,,,,,,,,,,,,,
2016-08-05,¿ëºÀ,31.3,7.8,266.0,8.1,3.9,2.573,0.127,78.6,,,,,,,,,,,,,,,
2016-08-06,¿ëºÀ,32.0,8.4,262.0,11.3,4.0,2.071,0.117,108.2,,,,,,,,,,,,,,,
2016-08-07,¿ëºÀ,31.5,8.1,262.0,10.4,4.0,1.31,0.15,80.2,,,,,,,,,,,,,,,
2016-08-08,¿ëºÀ,31.9,7.7,255.0,8.1,3.9,1.02,0.24,58.7,,,,,,,,,,,,,,,
2016-08-09,¿ëºÀ,31.2,7.2,254.0,4.7,3.8,1.187,0.212,43.2,,,,,,,,,,,,,,,
2016-08-10,¿ëºÀ,31.5,7.4,265.0,5.4,4.0,2.079,0.189,65.0,,,,,,,,,,,,,,,
2016-08-11,¿ëºÀ,32.7,8.2,252.0,9.9,4.9,2.317,0.151,84.2,,,,,,,,,,,,,,,
2016-08-12,¿ëºÀ,33.6,9.4,233.0,12.9,4.5,2.015,,58.5,,,,,,,,,,,,,,,
2016-08-13,¿ëºÀ,32.9,9.0,235.0,11.7,4.4,1.971,0.142,59.0,,,,,,,,,,,,,,,
2016-08-14,¿ëºÀ,32.7,9.0,239.0,11.3,4.4,1.848,0.165,54.9,,,,,,,,,,,,,,,
2016-08-15,¿ëºÀ,32.4,8.7,242.0,10.2,4.3,1.678,0.171,55.2,,,,,,,,,,,,,,,
2016-08-16,¿ëºÀ,32.3,8.4,273.0,10,4.4,2.272,0.162,68.8,,,,,,,,,,,,,,,
2016-08-17,¿ëºÀ,32.2,8.7,289.0,11.4,4.5,2.54,0.119,73.9,,,,,,,,,,,,,,,
2016-08-18,¿ëºÀ,32.4,8.3,304.0,10.4,4.5,2.988,0.121,81.0,,,,,,,,,,,,,,,
2016-08-19,¿ëºÀ,32.2,7.9,310.0,9.1,4.2,3.08,0.116,64.2,,,,,,,,,,,,,,,
2016-08-20,¿ëºÀ,32.4,8.4,295.0,11.7,4.1,2.518,0.111,72.8,,,,,,,,,,,,,,,
2016-08-21,¿ëºÀ,32.6,7.9,292.0,9.3,4.1,2.684,0.112,55.8,,,,,,,,,,,,,,,
2016-08-22,¿ëºÀ,32.4,7.7,290.0,7.7,3.9,2.609,0.149,46.3,,,,,,,,,,,,,,,
2016-08-23,¿ëºÀ,31.7,7.6,281.0,6.8,,2.236,0.141,42.3,,,,,,,,,,,,,,,
2016-08-24,¿ëºÀ,31.5,6.9,289.0,3.5,,2.651,0.158,40.3,,,,,,,,,,,,,,,
2016-08-25,¿ëºÀ,31.7,6.9,298.0,4.3,4.8,3.122,0.139,40.9,,,,,,,,,,,,,,,
2016-08-26,¿ëºÀ,30.4,6.8,284.0,2.2,4.6,2.883,0.13,35.8,,,,,,,,,,,,,,,
2016-08-27,¿ëºÀ,28.5,6.6,268.0,0.5,4.6,2.545,0.228,30.7,,,,,,,,,,,,,,,
2016-08-28,¿ëºÀ,26.6,6.7,283.0,ND,4.4,3.462,0.208,27.4,,,,,,,,,,,,,,,
2016-08-29,¿ëºÀ,25.9,6.7,250.0,1.4,4.2,3.057,0.223,32.2,,,,,,,,,,,,,,,
2016-08-30,¿ëºÀ,25.4,6.7,266.0,2.6,4.2,3.638,0.179,44.1,,,,,,,,,,,,,,,
2016-08-31,¿ëºÀ,25.0,6.8,270.0,3.8,4.1,3.794,0.144,56.6,,,,,,,,,,,,,,,
2016-09-01,¿ëºÀ,25.1,6.9,266.0,5.3,4.1,3.586,0.141,64.1,,,,,,,,,,,,,,,
2016-09-02,¿ëºÀ,25.1,6.9,277.0,5.6,3.9,3.597,0.142,59.1,,,,,,,,,,,,,,,
2016-09-03,¿ëºÀ,26.2,7.3,293.0,7.8,4.0,3.525,0.143,49.8,,,,,,,,,,,,,,,
2016-09-04,¿ëºÀ,27.8,8.1,307.0,11.7,4.1,3.526,0.139,66.5,,,,,,,,,,,,,,,
2016-09-05,¿ëºÀ,28.2,7.4,324.0,9.2,4.0,4.021,0.128,73.9,,,,,,,,,,,,,,,
2016-09-06,¿ëºÀ,27.1,6.7,311.0,2.2,4.1,4.221,0.168,49.6,,,,,,,,,,,,,,,
2016-09-07,¿ëºÀ,26.4,6.7,242.0,3.2,3.9,3.593,0.156,40.7,,,,,,,,,,,,,,,
2016-09-08,¿ëºÀ,27.0,6.9,242.0,5.3,3.7,2.729,0.138,40.2,,,,,,,,,,,,,,,
2016-09-09,¿ëºÀ,27.1,7.6,252.0,9,3.9,2.786,0.134,50.0,,,,,,,,,,,,,,,
2016-09-10,¿ëºÀ,27.2,8.6,266.0,13.7,4.2,2.712,0.115,67.7,,,,,,,,,,,,,,,
2016-09-11,¿ëºÀ,26.3,7.2,290.0,10.1,3.8,3.875,0.087,64.0,,,,,,,,,,,,,,,
2016-09-12,¿ëºÀ,26.2,6.9,269.0,6.4,3.8,3.796,0.122,40.6,,,,,,,,,,,,,,,
2016-09-13,¿ëºÀ,26.5,7.0,251.0,6.1,3.7,3.193,0.14,35.1,,,,,,,,,,,,,,,
2016-09-14,¿ëºÀ,26.8,7.3,245.0,8.8,3.7,2.766,0.128,55.1,,,,,,,,,,,,,,,
2016-09-15,¿ëºÀ,27.2,7.6,245.0,10.7,3.6,2.574,0.149,58.8,,,,,,,,,,,,,,,
2016-09-16,¿ëºÀ,26.4,6.9,252.0,7.7,3.5,2.768,0.129,66.8,,,,,,,,,,,,,,,
2016-09-17,¿ëºÀ,23.4,6.4,187.0,3,3.6,3.175,0.197,39.4,,,,,,,,,,,,,,,
2016-09-18,¿ëºÀ,21.7,6.5,109.0,5.7,3.5,2.254,0.21,3.1,,,,,,,,,,,,,,,
2016-09-19,¿ëºÀ,21.9,6.5,131.0,4.6,3.5,2.617,0.191,2.5,,,,,,,,,,,,,,,
2016-09-20,¿ëºÀ,22.6,6.6,154.0,4.8,,2.872,0.188,2.7,,,,,,,,,,,,,,,
2016-09-21,¿ëºÀ,23.2,6.5,182.0,3.8,3.7,3.161,0.196,4.9,,,,,,,,,,,,,,,
2016-09-22,¿ëºÀ,23.9,6.6,197.0,4.6,3.5,3.212,0.177,9.1,,,,,,,,,,,,,,,
2016-09-23,¿ëºÀ,24.3,6.8,216.0,6.3,3.5,3.432,0.158,22.7,,,,,,,,,,,,,,,
2016-09-24,¿ëºÀ,25.1,7.4,234.0,10.7,3.6,3.628,0.166,61.6,,,,,,,,,,,,,,,
2016-09-25,¿ëºÀ,,,,,3.5,3.902,0.116,,,,,,,,,,,,,,,,
2016-09-26,¿ëºÀ,25.0,7.8,,12,,4.35,0.115,95.0,,,,,,,,,,,,,,,
2016-09-27,¿ëºÀ,25.9,8.0,282.0,12.3,4.6,4.312,0.075,84.4,,,,,,,,,,,,,,,
2016-09-28,¿ëºÀ,25.9,8.1,257.0,12,3.9,4.055,0.069,78.4,,,,,,,,,,,,,,,
2016-09-29,¿ëºÀ,25.0,6.8,250.0,6.9,3.4,4.246,0.085,46.3,,,,,,,,,,,,,,,
2016-09-30,¿ëºÀ,24.0,6.6,257.0,2.9,3.8,4.452,0.156,27.6,,,,,,,,,,,,,,,
2016-10-01,¿ëºÀ,23.0,6.5,220.0,3.1,3.6,4.003,0.236,25.5,,,,,,,,,,,,,,,
2016-10-02,¿ëºÀ,22.8,6.5,200.0,1.4,3.6,3.321,0.234,11.8,,,,,,,,,,,,,,,
2016-10-03,¿ëºÀ,23.6,6.5,183.0,2.2,3.5,3.186,0.207,12.6,,,,,,,,,,,,,,,
2016-10-04,¿ëºÀ,24.0,6.5,196.0,2.4,3.6,3.138,0.206,12.3,,,,,,,,,,,,,,,
2016-10-05,¿ëºÀ,22.8,6.5,157.0,3.8,3.6,2.821,0.213,5.5,,,,,,,,,,,,,,,
2016-10-06,¿ëºÀ,22.0,6.7,138.0,5.4,3.7,2.237,0.214,3.7,,,,,,,,,,,,,,,
2016-10-07,¿ëºÀ,21.7,6.6,155.0,4.7,3.6,2.695,0.203,4.4,,,,,,,,,,,,,,,
2016-10-08,¿ëºÀ,20.7,6.6,169.0,4,3.2,3.035,0.201,2.9,,,,,,,,,,,,,,,
2016-10-09,¿ëºÀ,19.3,6.7,159.0,5.3,3.2,2.581,0.178,3.6,,,,,,,,,,,,,,,
2016-10-10,¿ëºÀ,18.6,6.7,173.0,5.3,3.3,2.844,0.148,4.2,,,,,,,,,,,,,,,
2016-10-11,¿ëºÀ,18.7,6.7,195.0,4.8,4.5,3.452,0.157,4.1,,,,,,,,,,,,,,,
2016-10-12,¿ëºÀ,18.7,6.7,219.0,4.3,3.8,3.99,0.177,3.7,,,,,,,,,,,,,,,
2016-10-13,¿ëºÀ,18.8,6.7,238.0,4.3,3.6,4.182,0.171,4.7,,,,,,,,,,,,,,,
2016-10-14,¿ëºÀ,19.5,6.7,255.0,4.4,3.4,4.168,0.161,4.8,,,,,,,,,,,,,,,
2016-10-15,¿ëºÀ,19.7,6.7,267.0,5.9,3.3,4.28,0.137,9.2,,,,,,,,,,,,,,,
2016-10-16,¿ëºÀ,19.2,6.7,260.0,7,3.2,4.3,0.12,12.3,,,,,,,,,,,,,,,
2016-10-17,¿ëºÀ,18.4,6.7,150.0,6.5,,2.415,0.183,2.1,,,,,,,,,,,,,,,
2016-10-18,¿ëºÀ,19.3,6.7,170.0,5.2,3.2,2.592,0.192,3.7,,,,,,,,,,,,,,,
2016-10-19,¿ëºÀ,19.9,6.6,195.0,3.8,3.1,3.099,0.178,4.0,,,,,,,,,,,,,,,
2016-10-20,¿ëºÀ,19.9,6.6,208.0,3.9,2.8,3.342,0.179,6.9,,,,,,,,,,,,,,,
2016-10-21,¿ëºÀ,19.8,6.6,224.0,3.3,2.8,3.695,0.184,5.3,,,,,,,,,,,,,,,
2016-10-22,¿ëºÀ,20.0,6.6,246.0,3.6,2.9,4.024,0.159,5.8,,,,,,,,,,,,,,,
2016-10-23,¿ëºÀ,19.9,6.6,253.0,4.1,2.8,4.063,0.122,7.3,,,,,,,,,,,,,,,
2016-10-24,¿ëºÀ,19.6,6.6,258.0,4.5,2.8,3.903,0.124,8.4,,,,,,,,,,,,,,,
2016-10-25,¿ëºÀ,19.4,6.6,269.0,4.3,2.9,4.052,0.104,9.7,,,,,,,,,,,,,,,
2016-10-26,¿ëºÀ,19.1,6.6,286.0,3.5,3.2,4.429,0.105,9.5,,,,,,,,,,,,,,,
2016-10-27,¿ëºÀ,18.7,6.6,295.0,2.9,3.0,5.064,0.141,8.8,,,,,,,,,,,,,,,
2016-10-28,¿ëºÀ,18.1,6.7,279.0,2.8,2.7,4.869,0.161,8.2,,,,,,,,,,,,,,,
2016-10-29,¿ëºÀ,17.3,6.7,284.0,3.8,2.7,4.591,0.161,7.1,,,,,,,,,,,,,,,
2016-10-30,¿ëºÀ,16.7,6.7,293.0,4.5,2.6,4.85,0.136,5.9,,,,,,,,,,,,,,,
2016-10-31,¿ëºÀ,16.0,6.7,287.0,2.8,2.8,5.234,0.161,6.4,,,,,,,,,,,,,,,
2016-11-01,¿ëºÀ,15.0,6.7,276.0,4.5,2.6,4.661,0.142,6.8,,,,,,,,,,,,,,,
2016-11-02,¿ëºÀ,14.3,6.7,297.0,5.2,2.6,5.583,0.125,8.5,,,,,,,,,,,,,,,
2016-11-03,¿ëºÀ,14.3,6.8,302.0,6,2.6,5.707,0.13,11.6,,,,,,,,,,,,,,,
2016-11-04,¿ëºÀ,14.1,6.7,306.0,6.6,2.6,5.713,,20.0,,,,,,,,,,,,,,,
2016-11-05,¿ëºÀ,14.5,6.8,317.0,8.3,2.8,5.763,0.145,36.4,,,,,,,,,,,,,,,
2016-11-06,¿ëºÀ,15.1,6.7,357.0,8.2,2.8,6.523,0.112,34.0,,,,,,,,,,,,,,,
2016-11-07,¿ëºÀ,15.5,6.7,365.0,8.3,2.9,6.722,0.11,35.2,,,,,,,,,,,,,,,
2016-11-08,¿ëºÀ,15.2,6.8,350.0,8.2,2.9,6.178,0.134,39.7,,,,,,,,,,,,,,,
2016-11-09,¿ëºÀ,14.3,6.8,341.0,8.4,2.9,5.768,0.119,42.2,,,,,,,,,,,,,,,
2016-11-10,¿ëºÀ,14.0,6.9,346.0,9.2,2.9,5.716,0.106,53.7,,,,,,,,,,,,,,,
2016-11-11,¿ëºÀ,14.3,6.9,364.0,9,3.1,6.511,0.107,49.1,,,,,,,,,,,,,,,
2016-11-12,¿ëºÀ,14.2,7.0,361.0,10.3,3.1,6.371,0.1,57.4,,,,,,,,,,,,,,,
2016-11-13,¿ëºÀ,14.3,7.0,364.0,12.2,3.1,6.302,0.112,79.4,,,,,,,,,,,,,,,
2016-11-14,¿ëºÀ,15.0,6.8,381.0,9.6,3.4,6.799,0.11,85.6,,,,,,,,,,,,,,,
2016-11-15,¿ëºÀ,14.7,6.8,371.0,8.3,3.5,6.536,0.136,71.5,,,,,,,,,,,,,,,
2016-11-16,¿ëºÀ,14.5,6.9,357.0,9.9,3.5,6.0,0.134,78.9,,,,,,,,,,,,,,,
2016-11-17,¿ëºÀ,14.6,6.9,359.0,9.9,3.3,5.938,0.139,83.4,,,,,,,,,,,,,,,
2016-11-18,¿ëºÀ,14.4,6.8,371.0,8.3,3.4,6.516,0.152,93.6,,,,,,,,,,,,,,,
2016-11-19,¿ëºÀ,14.7,6.8,368.0,8.5,3.3,6.545,0.171,107.1,,,,,,,,,,,,,,,
2016-11-20,¿ëºÀ,15.5,6.8,389.0,9.4,3.4,6.839,0.146,94.0,,,,,,,,,,,,,,,
2016-11-21,¿ëºÀ,15.2,6.7,391.0,7.5,3.4,6.986,0.109,72.4,,,,,,,,,,,,,,,
