,측정소명,수온,수소이온농도,전기전도도,용존산소,탁도,총유기탄소,클로로필,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,벤젠,톨루엔,에틸벤젠,자일렌,자일렌,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,페놀
2020-03-25,해평,12.2,7.7,222.0,11.2,2.5,,9.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-03-26,해평,12.1,7.6,227.0,10.9,2.6,,11.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-03-27,해평,11.9,7.4,228.0,10.9,2.6,,12.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-03-28,해평,11.9,7.7,227.0,11.3,2.3,,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-03-29,해평,12.2,7.8,231.0,11.6,2.1,,11.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-03-30,해평,13.3,7.8,233.0,11.6,2.0,,10.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-03-31,해평,13.0,8.0,234.0,11.9,2.7,2.1,12.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-01,해평,13.1,8.0,235.0,11.7,2.7,2.0,13.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-02,해평,13.5,8.1,243.0,11.8,2.4,1.9,12.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-03,해평,13.5,8.2,243.0,12.3,2.6,1.9,13.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-04,해평,13.5,8.2,247.0,12.1,2.3,1.9,13.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-05,해평,13.7,8.2,251.0,11.8,2.2,1.9,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-06,해평,13.8,8.1,256.0,11.8,2.0,2.1,11.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-07,해평,14.0,8.2,263.0,11.4,1.8,2.4,12.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-08,해평,14.0,8.2,266.0,11.3,2.1,2.4,13.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-09,해평,13.9,8.2,259.0,11.1,2.1,2.4,13.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-10,해평,14.1,8.4,252.0,10.9,2.0,2.3,13.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-11,해평,14.5,8.3,250.0,10.6,2.0,2.2,11.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-12,해평,13.8,8.2,249.0,10.5,2.4,2.1,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-13,해평,13.3,8.2,251.0,11.0,2.3,2.2,14.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-14,해평,13.9,8.3,254.0,11.4,1.9,2.2,14.2,,,,,,,,,,,,,,,,
2020-04-15,해평,14.9,8.3,255.0,11.1,1.9,2.2,11.8,,,,,,,,,,,,,,,,
2020-04-16,해평,15.1,8.3,255.0,11.2,2.0,2.4,12.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-17,해평,14.8,8.2,255.0,10.6,2.3,2.3,15.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-18,해평,14.5,8.0,253.0,10.1,2.1,2.2,14.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-19,해평,14.6,8.2,253.0,10.4,2.3,2.3,14.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-20,해평,14.7,8.1,252.0,10.5,2.6,2.2,13.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-21,해평,14.7,8.0,246.0,10.5,3.3,2.3,12.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-04-22,해평,13.7,7.9,245.0,10.5,3.0,2.2,11.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-23,해평,13.2,7.8,248.0,10.6,3.1,2.2,10.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-24,해평,13.7,7.7,253.0,10.5,3.0,2.3,10.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-25,해평,14.4,7.6,255.0,10.4,3.7,2.3,12.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-26,해평,15.2,7.6,256.0,10.4,3.3,2.3,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-27,해평,15.4,7.7,259.0,10.7,3.2,2.3,14.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-28,해평,15.6,7.8,260.0,10.6,3.2,2.3,13.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-29,해평,16.9,7.8,259.0,10.4,3.3,2.3,11.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-04-30,해평,17.2,7.8,264.0,10.5,2.9,2.3,11.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-01,해평,18.3,7.8,263.0,9.7,2.9,2.3,10.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-02,해평,18.9,7.8,265.0,8.7,2.8,2.4,9.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-03,해평,17.9,7.7,266.0,7.9,3.0,2.4,9.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-04,해평,17.7,7.6,261.0,8.7,3.7,2.4,7.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-05,해평,18.1,7.7,259.0,9.6,6.7,2.5,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-06,해평,18.6,7.6,260.0,9.6,6.9,2.4,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-07,해평,18.6,7.7,265.0,9.8,6.6,2.4,7.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-08,해평,18.4,7.7,271.0,9.4,5.6,2.3,7.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-09,해평,17.8,7.5,270.0,8.9,5.4,2.3,7.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-10,해평,17.9,7.4,265.0,8.7,5.1,2.3,6.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-11,해평,19.3,7.7,265.0,9.1,4.7,2.4,6.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-12,해평,19.7,7.7,266.0,8.4,4.1,2.4,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-13,해평,,,,,,,6.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-14,해평,,,,,,,6.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-15,해평,,,,,,2.4,7.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-16,해평,19.4,8.0,266.0,9.7,5.9,2.4,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-17,해평,20.9,8.2,265.0,9.0,6.0,2.5,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-18,해평,,,,,,2.5,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-19,해평,,,,,,2.7,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-20,해평,20.3,7.8,255.0,8.9,7.8,2.8,12.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-21,해평,20.4,7.8,257.0,9.4,7.4,3.0,14.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-22,해평,20.6,7.8,260.0,9.5,7.7,3.2,15.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-23,해평,20.8,7.8,262.0,9.5,7.3,3.2,14.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-24,해평,20.8,7.8,254.0,9.3,7.2,3.2,19.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-25,해평,21.3,7.9,249.0,9.1,6.5,3.5,17.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-26,해평,21.9,8.0,246.0,8.5,6.3,3.5,19.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-27,해평,22.1,8.1,247.0,8.8,6.7,3.7,24.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-28,해평,22.6,8.6,246.0,10.0,7.7,3.9,37.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-29,해평,23.3,8.7,248.0,10.2,7.6,3.7,35.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-30,해평,22.8,8.8,239.0,10.6,8.1,4.0,41.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-05-31,해평,23.0,8.6,239.0,10.3,8.0,3.8,37.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-01,해평,22.5,8.2,235.0,9.3,8.1,3.7,32.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-02,해평,22.8,8.6,228.0,9.4,7.7,3.8,30.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-03,해평,23.2,8.4,231.0,9.4,8.6,3.7,29.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-04,해평,24.1,8.3,231.0,9.1,8.1,3.7,29.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-05,해평,24.9,8.8,229.0,9.1,7.3,3.8,29.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-06,해평,24.0,8.6,225.0,8.7,7.3,3.8,32.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-07,해평,24.9,8.3,231.0,8.2,6.9,3.6,23.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-08,해평,25.3,8.3,228.0,7.7,6.2,3.5,19.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-09,해평,25.4,8.2,,,5.7,3.3,11.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-10,해평,25.8,8.1,241.0,7.5,5.4,3.2,11.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-11,해평,25.4,8.2,238.0,7.3,6.5,3.3,16.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-12,해평,25.6,8.0,243.0,6.9,6.5,3.3,17.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-13,해평,25.9,7.7,247.0,6.8,6.4,3.1,12.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-14,해평,25.4,7.3,221.0,5.2,47.7,3.7,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-15,해평,25.7,7.4,217.0,6.1,29.2,4.1,7.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-16,해평,26.2,7.5,226.0,6.7,11.5,3.4,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-17,해평,26.4,7.5,223.0,6.4,10.2,3.6,6.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-18,해평,25.3,7.4,229.0,6.1,10.2,3.8,5.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-19,해평,26.0,7.3,239.0,6.0,9.9,4.2,5.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-20,해평,26.7,7.3,247.0,5.8,9.2,4.5,5.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-21,해평,26.6,7.3,244.0,5.4,8.6,4.4,5.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-22,해평,26.8,7.4,240.0,6.4,6.4,4.3,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-23,해평,26.9,7.5,238.0,6.8,4.6,4.1,9.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-24,해평,25.4,7.4,236.0,5.7,4.4,3.7,7.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-25,해평,24.9,7.4,234.0,6.2,4.4,3.5,5.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-06-26,해평,26.1,7.5,235.0,6.5,4.2,3.7,5.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-27,해평,26.6,7.4,237.0,5.9,4.1,3.7,5.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-28,해평,26.6,7.4,235.0,6.1,4.2,,4.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-29,해평,25.8,7.5,232.0,6.5,4.9,3.1,5.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-06-30,해평,24.8,7.4,221.0,5.9,12.2,2.9,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-01,해평,24.1,7.5,214.0,7.3,7.4,2.7,6.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-02,해평,23.7,7.5,213.0,7.5,7.0,2.6,4.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-03,해평,22.7,7.3,201.0,7.4,10.8,2.8,3.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-04,해평,22.8,7.4,199.0,7.7,9.0,2.9,3.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-05,해평,22.9,7.4,198.0,7.9,7.2,2.9,4.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-06,해평,23.0,7.5,196.0,7.9,6.1,2.9,6.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-07,해평,23.3,7.4,181.0,7.5,10.5,3.0,8.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-08,해평,24.6,7.5,175.0,7.8,8.5,3.0,7.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-09,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,해평,25.5,7.9,187.0,8.3,7.9,3.2,12.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-12,해평,24.6,7.6,191.0,7.7,7.7,3.1,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-13,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,해평,22.4,7.2,152.0,8.4,19.8,5.3,6.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-19,해평,21.8,7.2,155.0,8.2,16.0,5.1,6.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-20,해평,22.7,7.3,163.0,8.4,13.8,4.7,8.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-21,해평,24.3,7.6,176.0,9.3,10.1,4.5,16.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-22,해평,24.0,7.4,179.0,8.8,16.7,4.0,13.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-23,해평,23.7,7.4,178.0,8.6,21.7,3.5,12.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-07-24,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-02,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,해평,23.8,7.3,168.0,8.7,23.3,3.4,4.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-06,해평,23.9,7.4,171.0,8.8,28.0,3.2,4.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-07,해평,23.8,7.3,154.0,9.1,57.5,3.6,3.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-08,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,해평,24.2,7.2,157.0,8.8,22.3,3.2,3.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-16,해평,24.9,7.3,164.0,8.9,18.1,3.1,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-17,해평,25.6,7.3,168.0,8.8,13.9,2.7,6.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-18,해평,26.5,7.4,174.0,8.9,11.0,2.3,9.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-19,해평,27.2,7.7,179.0,9.6,8.2,1.8,16.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-20,해평,27.5,7.9,182.0,10.1,5.8,1.7,21.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-21,해평,27.4,8.0,185.0,9.3,4.0,1.7,21.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-22,해평,26.5,7.5,187.0,8.0,2.5,1.6,17.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-23,해평,26.5,7.8,187.0,8.3,3.0,1.5,15.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-24,해평,26.7,7.7,195.0,7.9,2.6,,14.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-25,해평,28.0,8.1,211.0,8.3,2.4,,21.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-26,해평,27.7,7.9,213.0,8.3,7.7,,20.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-27,해평,26.9,7.5,195.0,8.5,16.7,,17.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-28,해평,26.8,7.4,188.0,7.9,16.7,,14.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-08-29,해평,26.8,7.3,192.0,7.1,15.0,,8.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-08-30,해평,26.9,7.5,187.0,7.5,16.4,,9.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-08-31,해평,,7.5,196.0,7.5,16.1,,16.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-01,해평,27.1,7.4,201.0,7.3,18.6,,14.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-02,해평,26.6,7.1,180.0,6.7,26.6,,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-03,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-07,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,해평,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,해평,22.2,7.0,134.0,9.2,67.7,,3.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-12,해평,21.9,7.1,147.0,9.2,47.0,,3.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-13,해평,22.5,7.1,152.0,9.2,36.5,,3.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-14,해평,23.1,7.1,168.0,9.3,34.6,,4.4,,,,,,,,,,,,,,,,ND
2020-09-15,해평,23.3,7.2,187.0,9.7,34.8,,7.0,,,,,,,,,,,,,,,,ND
2020-09-16,해평,23.0,7.3,196.0,9.1,35.1,,7.4,,,,,,,,,,,,,,,,
2020-09-17,해평,22.7,7.3,201.0,8.6,33.7,,5.4,,,,,,,,,,,,,,,,
2020-09-18,해평,22.5,7.3,205.0,8.7,34.6,,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-19,해평,22.5,7.3,206.0,9.3,40.9,,5.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-20,해평,22.6,7.3,207.0,9.3,41.8,,5.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-21,해평,22.4,7.4,209.0,,42.1,,5.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-22,해평,22.3,7.4,209.0,8.5,44.8,,7.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-23,해평,21.8,7.3,212.0,8.4,44.5,,7.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-24,해평,21.8,7.4,217.0,8.5,41.5,,6.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-09-25,해평,21.6,7.4,215.0,8.7,43.2,,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2020-09-26,해평,21.6,7.4,224.0,8.8,36.4,,7.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
