³â/¿ù/ÀÏ,ÃøÁ¤¼Ò¸í_DAY,ÇöÀç¼öÀ§_DAY,À¯ÀÔ·®_DAY,Àú¼ö·®_DAY,°ø¿ë·®_DAY,ÃÑ¹æ·ù·®_DAY
2021-09-19,ÆÈ´ç´ï,25.060,234.667,213.197,30.803,222.042
2021-09-18,ÆÈ´ç´ï,25.030,252.042,211.773,32.227,222.667
2021-09-17,ÆÈ´ç´ï,24.960,253.250,209.676,34.324,249.042
2021-09-16,ÆÈ´ç´ï,24.950,253.167,209.510,34.490,249.000
2021-09-15,ÆÈ´ç´ï,24.940,282.167,206.592,37.408,252.625
2021-09-14,ÆÈ´ç´ï,24.870,62.917,51.980,192.020,83.667
2021-09-13,ÆÈ´ç´ï,0.000,274.792,189.994,54.006,287.208
2021-09-12,ÆÈ´ç´ï,24.860,362.042,209.481,34.519,399.333
2021-09-11,ÆÈ´ç´ï,24.950,330.042,211.440,32.560,363.625
2021-09-10,ÆÈ´ç´ï,25.020,392.042,214.981,29.019,421.583
2021-09-09,ÆÈ´ç´ï,25.090,436.375,209.292,34.708,313.625
2021-09-08,ÆÈ´ç´ï,24.800,569.208,205.130,38.870,564.500
2021-09-07,ÆÈ´ç´ï,24.790,427.875,204.186,39.814,450.833
2021-09-06,ÆÈ´ç´ï,24.840,548.375,207.355,36.645,584.708
2021-09-05,ÆÈ´ç´ï,24.930,519.792,209.211,34.789,557.417
2021-09-04,ÆÈ´ç´ï,25.020,629.792,210.996,33.004,579.667
2021-09-03,ÆÈ´ç´ï,24.900,783.375,208.493,35.507,845.375
2021-09-02,ÆÈ´ç´ï,25.050,1609.125,211.006,32.994,1588.000
2021-09-01,ÆÈ´ç´ï,25.000,1851.167,210.275,33.725,1683.250
2021-08-31,ÆÈ´ç´ï,24.620,434.792,201.674,42.326,521.583
2021-08-30,ÆÈ´ç´ï,24.810,322.708,206.503,37.497,322.708
2021-08-29,ÆÈ´ç´ï,24.810,270.708,206.305,37.695,296.792
2021-08-28,ÆÈ´ç´ï,24.870,293.667,206.703,37.297,267.583
2021-08-27,ÆÈ´ç´ï,24.810,308.417,206.831,37.169,343.500
2021-08-26,ÆÈ´ç´ï,24.890,481.458,207.890,36.110,485.625
2021-08-25,ÆÈ´ç´ï,24.900,353.958,208.355,35.645,345.667
2021-08-24,ÆÈ´ç´ï,24.880,321.292,199.652,44.348,181.292
2021-08-23,ÆÈ´ç´ï,24.570,279.500,199.415,44.585,342.708
2021-08-22,ÆÈ´ç´ï,24.710,282.042,202.028,41.972,286.625
2021-08-21,ÆÈ´ç´ï,24.720,224.917,204.506,39.494,317.625
2021-08-20,ÆÈ´ç´ï,24.930,163.708,211.350,32.650,197.208
2021-08-19,ÆÈ´ç´ï,25.010,157.042,210.221,33.779,123.583
2021-08-18,ÆÈ´ç´ï,24.930,155.792,207.789,36.211,139.208
2021-08-17,ÆÈ´ç´ï,24.890,148.417,205.695,38.305,139.042
2021-08-16,ÆÈ´ç´ï,24.870,160.792,206.251,37.749,164.958
2021-08-15,ÆÈ´ç´ï,24.880,156.875,206.644,37.356,164.917
2021-08-14,ÆÈ´ç´ï,24.900,156.667,207.310,36.690,164.750
2021-08-13,ÆÈ´ç´ï,24.920,189.292,208.101,35.899,180.958
2021-08-12,ÆÈ´ç´ï,24.900,165.125,208.805,35.195,185.917
2021-08-11,ÆÈ´ç´ï,24.950,196.875,213.396,30.604,238.833
2021-08-10,ÆÈ´ç´ï,25.050,177.875,212.410,31.590,165.292
2021-08-09,ÆÈ´ç´ï,25.020,195.875,209.317,34.683,166.500
2021-08-08,ÆÈ´ç´ï,24.950,193.000,208.192,35.808,172.167
2021-08-07,ÆÈ´ç´ï,24.900,176.708,207.177,36.823,172.583
2021-08-06,ÆÈ´ç´ï,24.890,178.333,208.925,35.075,199.167
2021-08-05,ÆÈ´ç´ï,24.940,190.667,209.735,34.265,199.000
2021-08-04,ÆÈ´ç´ï,24.960,263.250,205.826,38.174,195.000
2021-08-03,ÆÈ´ç´ï,24.800,301.125,202.681,41.319,246.167
2021-08-02,ÆÈ´ç´ï,24.680,352.917,203.106,40.894,417.208
2021-08-01,ÆÈ´ç´ï,24.820,209.958,210.107,33.893,311.000
2021-07-31,ÆÈ´ç´ï,25.060,208.667,213.318,30.682,200.250
2021-07-30,ÆÈ´ç´ï,25.040,189.000,214.750,29.250,222.833
2021-07-29,ÆÈ´ç´ï,25.120,212.458,213.902,30.098,170.250
2021-07-28,ÆÈ´ç´ï,25.020,220.792,212.091,31.909,216.583
2021-07-27,ÆÈ´ç´ï,25.010,253.208,210.248,33.752,219.708
2021-07-26,ÆÈ´ç´ï,24.930,284.292,209.255,34.745,288.458
2021-07-25,ÆÈ´ç´ï,24.940,266.542,210.852,33.148,266.500
2021-07-24,ÆÈ´ç´ï,24.940,247.125,207.144,36.856,238.833
2021-07-23,ÆÈ´ç´ï,24.920,260.167,207.593,36.407,264.417
2021-07-22,ÆÈ´ç´ï,24.930,318.583,207.351,36.649,322.792
2021-07-21,ÆÈ´ç´ï,24.940,238.667,209.330,34.670,255.333
2021-07-20,ÆÈ´ç´ï,24.980,308.042,212.214,31.786,362.833
2021-07-19,ÆÈ´ç´ï,25.110,312.333,206.790,37.210,148.250
2021-07-18,ÆÈ´ç´ï,24.730,360.083,203.507,40.493,346.417
2021-07-17,ÆÈ´ç´ï,24.700,453.458,202.634,41.366,534.458
2021-07-16,ÆÈ´ç´ï,24.880,451.708,210.339,33.661,493.292
2021-07-15,ÆÈ´ç´ï,24.980,382.000,207.288,36.712,314.542
2021-07-14,ÆÈ´ç´ï,24.820,420.333,204.949,39.051,401.333
2021-07-13,ÆÈ´ç´ï,24.780,621.667,202.700,41.300,662.000
2021-07-12,ÆÈ´ç´ï,24.870,1229.208,213.470,30.530,1393.667
2021-07-11,ÆÈ´ç´ï,25.260,918.500,209.179,34.821,741.500
2021-07-10,ÆÈ´ç´ï,24.840,701.792,207.262,36.738,714.417
2021-07-09,ÆÈ´ç´ï,24.870,1143.083,210.380,33.620,1256.250
2021-07-08,ÆÈ´ç´ï,25.140,1050.625,211.394,32.606,974.792
2021-07-07,ÆÈ´ç´ï,24.960,549.625,206.952,37.048,503.917
2021-07-06,ÆÈ´ç´ï,24.850,529.000,207.888,36.112,591.917
2021-07-05,ÆÈ´ç´ï,25.000,828.292,212.850,31.150,883.167
2021-07-04,ÆÈ´ç´ï,25.130,1218.458,215.377,28.623,1101.375
2021-07-03,ÆÈ´ç´ï,24.850,435.417,206.801,37.199,435.417
2021-07-02,ÆÈ´ç´ï,24.850,359.292,206.950,37.050,400.833
2021-07-01,ÆÈ´ç´ï,24.950,311.458,206.419,37.581,277.583
2021-06-30,ÆÈ´ç´ï,24.870,288.125,209.725,34.275,380.167
2021-06-29,ÆÈ´ç´ï,25.090,292.333,213.549,30.451,271.208
2021-06-28,ÆÈ´ç´ï,25.040,289.333,211.562,32.438,272.500
2021-06-27,ÆÈ´ç´ï,25.000,308.542,210.010,33.990,275.083
2021-06-26,ÆÈ´ç´ï,24.920,328.667,208.251,35.749,337.000
2021-06-25,ÆÈ´ç´ï,24.940,361.875,206.041,37.959,332.667
2021-06-24,ÆÈ´ç´ï,24.870,417.875,208.615,35.385,518.375
2021-06-23,ÆÈ´ç´ï,25.110,502.333,214.749,29.251,510.875
2021-06-22,ÆÈ´ç´ï,25.130,391.750,214.629,29.371,396.000
2021-06-21,ÆÈ´ç´ï,25.140,380.417,214.936,29.064,380.417
2021-06-20,ÆÈ´ç´ï,25.140,392.250,212.973,31.027,371.000
2021-06-19,ÆÈ´ç´ï,25.090,411.000,210.163,33.837,373.125
2021-06-18,ÆÈ´ç´ï,25.000,397.458,208.672,35.328,367.958
2021-06-17,ÆÈ´ç´ï,24.920,366.167,206.353,37.647,324.042
2021-06-16,ÆÈ´ç´ï,24.820,391.042,202.378,41.622,377.250
2021-06-15,ÆÈ´ç´ï,24.810,352.667,202.985,41.015,404.375
2021-06-14,ÆÈ´ç´ï,24.930,366.250,206.663,37.337,349.375
2021-06-13,ÆÈ´ç´ï,24.890,343.333,207.878,36.122,343.292
2021-06-12,ÆÈ´ç´ï,24.890,343.833,207.653,36.347,335.583
2021-06-11,ÆÈ´ç´ï,24.870,472.958,204.509,39.491,442.083
2021-06-10,ÆÈ´ç´ï,24.800,329.250,206.921,37.079,401.500
2021-06-09,ÆÈ´ç´ï,24.970,331.250,210.127,33.873,314.458
2021-06-08,ÆÈ´ç´ï,24.930,415.667,211.637,32.363,436.542
2021-06-07,ÆÈ´ç´ï,24.980,407.833,206.406,37.594,340.500
2021-06-06,ÆÈ´ç´ï,24.820,434.333,206.145,37.855,455.958
2021-06-05,ÆÈ´ç´ï,24.870,448.917,206.774,37.226,448.917
2021-06-04,ÆÈ´ç´ï,24.870,504.625,206.460,37.540,525.542
2021-06-03,ÆÈ´ç´ï,24.920,493.125,206.769,37.231,476.500
2021-06-02,ÆÈ´ç´ï,24.880,471.458,206.638,37.362,505.208
2021-06-01,ÆÈ´ç´ï,24.960,460.792,207.863,36.137,448.292
2021-05-31,ÆÈ´ç´ï,24.930,546.167,205.884,38.116,481.458
2021-05-30,ÆÈ´ç´ï,24.790,447.625,208.341,35.659,566.750
2021-05-29,ÆÈ´ç´ï,25.070,524.000,208.844,35.156,432.167
2021-05-28,ÆÈ´ç´ï,24.850,445.875,207.339,36.661,483.167
2021-05-27,ÆÈ´ç´ï,24.940,394.792,208.641,35.359,373.958
2021-05-26,ÆÈ´ç´ï,24.890,335.458,210.052,33.948,356.375
2021-05-25,ÆÈ´ç´ï,24.940,324.875,209.300,34.700,332.708
2021-05-24,ÆÈ´ç´ï,24.960,348.292,210.489,33.511,335.667
2021-05-23,ÆÈ´ç´ï,24.930,370.167,206.672,37.328,349.417
2021-05-22,ÆÈ´ç´ï,24.880,409.500,209.798,34.202,459.583
2021-05-21,ÆÈ´ç´ï,25.000,448.708,212.333,31.667,475.208
2021-05-20,ÆÈ´ç´ï,25.040,482.125,212.060,31.940,448.500
2021-05-19,ÆÈ´ç´ï,24.960,535.208,208.565,35.435,522.750
2021-05-18,ÆÈ´ç´ï,24.930,819.500,212.027,31.973,907.875
2021-05-17,ÆÈ´ç´ï,25.140,979.167,219.700,24.300,970.792
2021-05-16,ÆÈ´ç´ï,25.120,473.125,209.682,34.318,376.667
2021-05-15,ÆÈ´ç´ï,24.890,243.292,206.352,37.648,238.917
2021-05-14,ÆÈ´ç´ï,24.880,278.750,210.464,33.536,341.417
2021-05-13,ÆÈ´ç´ï,25.030,231.083,209.154,34.846,218.375
2021-05-12,ÆÈ´ç´ï,25.000,181.500,209.876,34.124,156.375
2021-05-11,ÆÈ´ç´ï,24.940,211.583,207.489,36.511,182.500
2021-05-10,ÆÈ´ç´ï,24.870,227.333,209.031,34.969,268.875
2021-05-09,ÆÈ´ç´ï,24.970,244.042,209.226,34.774,248.250
2021-05-08,ÆÈ´ç´ï,24.980,254.750,210.611,33.389,246.292
2021-05-07,ÆÈ´ç´ï,24.960,300.708,206.772,37.228,255.125
2021-05-06,ÆÈ´ç´ï,24.850,237.833,206.170,37.830,250.208
2021-05-05,ÆÈ´ç´ï,24.880,340.708,205.702,38.298,296.625
2021-05-04,ÆÈ´ç´ï,24.780,239.667,206.969,37.031,279.917
2021-05-03,ÆÈ´ç´ï,24.870,266.958,208.416,35.584,304.333
2021-05-02,ÆÈ´ç´ï,24.960,238.625,209.616,34.384,242.792
2021-05-01,ÆÈ´ç´ï,24.970,262.917,208.715,35.285,246.250
2021-04-30,ÆÈ´ç´ï,24.930,234.292,208.490,35.510,234.292
2021-04-29,ÆÈ´ç´ï,24.930,159.750,208.341,35.659,159.792
2021-04-28,ÆÈ´ç´ï,24.930,139.917,208.896,35.104,139.958
2021-04-27,ÆÈ´ç´ï,24.930,137.208,207.366,36.634,124.708
2021-04-26,ÆÈ´ç´ï,24.900,147.500,206.107,37.893,126.917
2021-04-25,ÆÈ´ç´ï,24.850,141.417,206.942,37.058,149.375
2021-04-24,ÆÈ´ç´ï,24.870,140.875,207.399,36.601,148.875
2021-04-23,ÆÈ´ç´ï,24.890,191.625,208.505,35.495,200.000
2021-04-22,ÆÈ´ç´ï,24.960,196.875,209.842,34.158,230.458
2021-04-21,ÆÈ´ç´ï,25.040,209.833,210.974,33.026,197.167
2021-04-20,ÆÈ´ç´ï,25.010,198.875,209.934,34.066,203.125
2021-04-19,ÆÈ´ç´ï,25.030,198.875,211.580,32.420,203.125
2021-04-18,ÆÈ´ç´ï,25.040,266.833,209.966,34.034,292.167
2021-04-17,ÆÈ´ç´ï,25.100,287.292,212.341,31.659,262.042
2021-04-16,ÆÈ´ç´ï,25.040,293.542,208.313,35.687,260.000
2021-04-15,ÆÈ´ç´ï,24.960,259.000,210.626,33.374,254.875
2021-04-14,ÆÈ´ç´ï,24.950,282.792,207.041,36.959,237.208
2021-04-13,ÆÈ´ç´ï,24.840,249.042,205.780,38.220,221.750
2021-04-12,ÆÈ´ç´ï,24.780,241.833,200.251,43.749,232.542
2021-04-11,ÆÈ´ç´ï,24.760,274.542,201.601,42.399,288.333
2021-04-10,ÆÈ´ç´ï,24.790,273.625,202.842,41.158,287.542
2021-04-09,ÆÈ´ç´ï,24.820,302.792,205.025,38.975,336.917
2021-04-08,ÆÈ´ç´ï,24.900,287.875,206.645,37.355,291.292
2021-04-07,ÆÈ´ç´ï,24.910,372.083,210.356,33.644,430.750
2021-04-06,ÆÈ´ç´ï,25.050,548.125,218.149,25.851,624.583
2021-04-05,ÆÈ´ç´ï,25.230,524.042,220.851,23.149,511.708
2021-04-04,ÆÈ´ç´ï,25.200,512.792,211.228,32.772,373.917
2021-04-03,ÆÈ´ç´ï,24.850,278.625,201.401,42.599,256.042
2021-04-02,ÆÈ´ç´ï,24.800,341.125,200.223,43.777,258.917
2021-04-01,ÆÈ´ç´ï,24.620,238.083,202.498,41.502,329.542
2021-03-31,ÆÈ´ç´ï,24.820,195.708,204.978,39.022,217.500
2021-03-30,ÆÈ´ç´ï,24.870,156.708,207.369,36.631,181.667
2021-03-29,ÆÈ´ç´ï,24.930,246.250,208.385,35.615,254.542
2021-03-28,ÆÈ´ç´ï,24.950,214.917,207.562,36.438,181.417
2021-03-27,ÆÈ´ç´ï,24.870,156.125,205.177,38.823,156.208
2021-03-26,ÆÈ´ç´ï,24.870,164.208,205.907,38.093,172.208
2021-03-25,ÆÈ´ç´ï,24.890,127.083,207.624,36.376,160.417
2021-03-24,ÆÈ´ç´ï,24.970,145.250,210.624,33.376,174.708
2021-03-23,ÆÈ´ç´ï,25.040,142.500,212.015,31.985,142.542
2021-03-22,ÆÈ´ç´ï,25.040,139.417,212.500,31.500,143.708
2021-03-21,ÆÈ´ç´ï,25.040,142.333,212.107,31.893,129.750
2021-03-20,ÆÈ´ç´ï,25.010,185.208,209.009,34.991,131.000
2021-03-19,ÆÈ´ç´ï,24.880,140.792,206.337,37.663,136.500
2021-03-18,ÆÈ´ç´ï,24.870,144.542,206.159,37.841,148.000
2021-03-17,ÆÈ´ç´ï,24.880,154.333,205.480,38.520,137.667
2021-03-16,ÆÈ´ç´ï,24.840,160.125,203.295,40.705,137.042
2021-03-15,ÆÈ´ç´ï,24.790,162.667,204.363,39.637,193.875
2021-03-14,ÆÈ´ç´ï,24.860,143.125,205.914,38.086,125.125
2021-03-13,ÆÈ´ç´ï,24.820,118.917,207.832,36.168,170.125
2021-03-12,ÆÈ´ç´ï,24.940,179.292,207.471,36.529,142.125
2021-03-11,ÆÈ´ç´ï,24.880,172.792,207.788,36.212,181.125
2021-03-10,ÆÈ´ç´ï,24.900,241.125,207.860,36.140,198.042
2021-03-09,ÆÈ´ç´ï,24.800,132.458,208.683,35.317,230.583
2021-03-08,ÆÈ´ç´ï,25.030,232.833,213.425,30.575,262.375
2021-03-07,ÆÈ´ç´ï,25.100,173.125,213.960,30.040,147.792
2021-03-06,ÆÈ´ç´ï,25.050,160.625,212.638,31.362,148.042
2021-03-05,ÆÈ´ç´ï,25.020,194.375,208.555,35.445,135.833
2021-03-04,ÆÈ´ç´ï,24.880,178.042,206.471,37.529,165.750
2021-03-03,ÆÈ´ç´ï,24.850,364.208,203.970,40.030,372.500
2021-03-02,ÆÈ´ç´ï,24.870,450.542,209.437,34.563,517.292
2021-03-01,ÆÈ´ç´ï,25.020,331.167,209.035,34.965,289.333
2021-02-28,ÆÈ´ç´ï, , , , , 
2021-02-27,ÆÈ´ç´ï,24.950,125.125,208.776,35.224,125.167
2021-02-26,ÆÈ´ç´ï,24.950,116.375,209.076,34.924,124.667
2021-02-25,ÆÈ´ç´ï,24.970,127.458,209.707,34.293,127.458
2021-02-24,ÆÈ´ç´ï,24.970,121.875,210.218,33.782,126.042
2021-02-23,ÆÈ´ç´ï,24.980,128.458,210.370,33.630,128.500
2021-02-22,ÆÈ´ç´ï,24.980,129.833,210.279,33.721,125.667
2021-02-21,ÆÈ´ç´ï,24.970,108.667,210.640,33.360,125.500
2021-02-20,ÆÈ´ç´ï,25.010,104.333,211.607,32.393,125.333
2021-02-19,ÆÈ´ç´ï,25.020,129.958,211.411,32.589,125.750
2021-02-18,ÆÈ´ç´ï,25.010,108.000,212.409,31.591,124.833
2021-02-17,ÆÈ´ç´ï,25.110,0.000,0.000,244.000,0.000
2021-02-16,ÆÈ´ç´ï, , , , , 
2021-02-15,ÆÈ´ç´ï,25.110,0.000,0.000,244.000,0.000
2021-02-14,ÆÈ´ç´ï,25.130,0.000,0.000,244.000,0.000
2021-02-13,ÆÈ´ç´ï,25.130,0.000,0.000,244.000,0.000
2021-02-12,ÆÈ´ç´ï,25.130,130.417,215.193,28.807,126.167
2021-02-11,ÆÈ´ç´ï,25.120,0.000,0.000,244.000,0.000
2021-02-10,ÆÈ´ç´ï,25.120,0.000,0.000,244.000,0.000
2021-02-09,ÆÈ´ç´ï,25.120,0.000,0.000,244.000,0.000
2021-02-08,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-07,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-06,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-05,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-04,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-03,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-02,ÆÈ´ç´ï,25.090,0.000,0.000,244.000,0.000
2021-02-01,ÆÈ´ç´ï,25.140,0.000,0.000,244.000,0.000
2021-01-31,ÆÈ´ç´ï,25.140,0.000,0.000,244.000,0.000
2021-01-30,ÆÈ´ç´ï,25.140,0.000,0.000,244.000,0.000
2021-01-29,ÆÈ´ç´ï,25.140,0.000,0.000,244.000,0.000
2021-01-28,ÆÈ´ç´ï,25.140,0.000,0.000,244.000,0.000
2021-01-27,ÆÈ´ç´ï,25.140,0.000,0.000,244.000,0.000
2021-01-26,ÆÈ´ç´ï,25.140,138.292,215.988,28.012,125.542
2021-01-25,ÆÈ´ç´ï,25.130,123.792,215.833,28.167,123.750
2021-01-24,ÆÈ´ç´ï,25.120,132.708,215.101,28.899,124.208
2021-01-23,ÆÈ´ç´ï,25.100,137.167,214.355,29.645,124.500
2021-01-22,ÆÈ´ç´ï,25.070,134.750,213.398,30.602,126.458
2021-01-21,ÆÈ´ç´ï,25.050,129.458,212.638,31.362,125.250
2021-01-20,ÆÈ´ç´ï,25.040,128.833,212.244,31.756,124.667
2021-01-19,ÆÈ´ç´ï,25.030,133.292,211.396,32.604,124.875
2021-01-18,ÆÈ´ç´ï,25.010,137.542,211.277,32.723,125.042
2021-01-17,ÆÈ´ç´ï,24.980,108.083,210.745,33.255,124.917
2021-01-16,ÆÈ´ç´ï,25.020,133.292,211.441,32.559,124.875
2021-01-15,ÆÈ´ç´ï,25.000,124.917,211.245,32.755,124.958
2021-01-14,ÆÈ´ç´ï,25.000,133.417,210.973,33.027,125.042
2021-01-13,ÆÈ´ç´ï,24.980,125.750,210.642,33.358,125.750
2021-01-12,ÆÈ´ç´ï,24.980,130.375,208.072,35.928,126.208
2021-01-11,ÆÈ´ç´ï,24.950,122.417,209.347,34.653,125.667
2021-01-10,ÆÈ´ç´ï,24.960,111.167,209.316,34.684,115.375
2021-01-09,ÆÈ´ç´ï,24.970,110.208,210.339,33.661,114.417
2021-01-08,ÆÈ´ç´ï,24.980,129.042,211.637,32.363,145.875
2021-01-07,ÆÈ´ç´ï,25.020,137.542,212.470,31.530,145.958
2021-01-06,ÆÈ´ç´ï,25.040,154.458,213.045,30.955,167.083
2021-01-05,ÆÈ´ç´ï,25.070,131.333,214.125,29.875,139.833
2021-01-04,ÆÈ´ç´ï,25.090,136.667,214.537,29.463,140.958
2021-01-03,ÆÈ´ç´ï,25.100,135.375,214.721,29.279,135.417
2021-01-02,ÆÈ´ç´ï,25.100,147.583,213.700,30.300,134.875
2021-01-01,ÆÈ´ç´ï,25.070,139.667,214.004,29.996,139.708
2022-12-31,ÆÈ´ç´ï,25.170,139.060,217.630,26.370,126.180
2022-12-30,ÆÈ´ç´ï,25.100,113.000,215.050,28.950,129.778
2022-12-29,ÆÈ´ç´ï,25.180,150.213,217.990,26.010,124.656
2022-12-28,ÆÈ´ç´ï,25.120,141.672,215.790,28.210,124.761
2022-12-27,ÆÈ´ç´ï,25.070,124.842,213.960,30.040,124.935
2022-12-26,ÆÈ´ç´ï,25.040,129.871,212.860,31.140,125.473
2022-12-25,ÆÈ´ç´ï,25.040,117.997,212.860,31.140,126.540
2022-12-24,ÆÈ´ç´ï,25.060,125.039,213.590,30.410,129.136
2022-12-23,ÆÈ´ç´ï,25.070,113.836,213.960,30.040,126.487
2022-12-22,ÆÈ´ç´ï,25.110,144.075,215.420,28.580,144.040
2022-12-21,ÆÈ´ç´ï,25.110,144.498,215.420,28.580,148.745
2022-12-20,ÆÈ´ç´ï,25.120,163.937,215.790,28.210,163.995
2022-12-19,ÆÈ´ç´ï,25.120,149.645,215.790,28.210,175.108
2022-12-18,ÆÈ´ç´ï,25.180,159.555,217.990,26.010,163.908
2022-12-17,ÆÈ´ç´ï,25.180,172.436,217.990,26.010,163.896
2022-12-16,ÆÈ´ç´ï,25.150,155.218,216.890,27.110,159.376
2022-12-15,ÆÈ´ç´ï,25.130,140.396,216.150,27.850,153.290
2022-12-14,ÆÈ´ç´ï,25.120,149.935,215.790,28.210,154.101
2022-12-13,ÆÈ´ç´ï,25.130,162.213,216.150,27.850,153.799
2022-12-12,ÆÈ´ç´ï,25.120,179.060,215.790,28.210,174.837
2022-12-11,ÆÈ´ç´ï,25.110,159.492,215.420,28.580,163.786
2022-12-10,ÆÈ´ç´ï,25.120,149.818,215.790,28.210,154.054
2022-12-09,ÆÈ´ç´ï,25.130,153.164,216.150,27.850,148.916
2022-12-08,ÆÈ´ç´ï,25.120,161.749,215.790,28.210,149.122
2022-12-07,ÆÈ´ç´ï,25.090,150.758,214.690,29.310,159.196
2022-12-06,ÆÈ´ç´ï,25.110,149.706,215.420,28.580,153.965
2022-12-05,ÆÈ´ç´ï,25.120,173.876,215.790,28.210,144.363
2022-12-04,ÆÈ´ç´ï,25.050,156.113,213.230,30.770,164.633
2022-12-03,ÆÈ´ç´ï,25.070,173.455,213.960,30.040,165.064
2022-12-02,ÆÈ´ç´ï,25.040,175.941,212.860,31.140,175.965
2022-12-01,ÆÈ´ç´ï,25.040,207.578,212.860,31.140,207.578
2022-11-30,ÆÈ´ç´ï,25.040,247.623,212.860,31.140,218.305
2022-11-29,ÆÈ´ç´ï,24.970,189.863,210.320,33.680,156.565
2022-11-28,ÆÈ´ç´ï,24.900,198.488,207.800,36.200,290.965
2022-11-27,ÆÈ´ç´ï,25.120,144.521,215.790,28.210,144.511
2022-11-26,ÆÈ´ç´ï,25.120,150.643,215.790,28.210,125.274
2022-11-25,ÆÈ´ç´ï,25.060,160.615,213.590,30.410,177.652
2022-11-24,ÆÈ´ç´ï,25.100,149.583,215.050,28.950,153.819
2022-11-23,ÆÈ´ç´ï,25.110,137.769,215.420,28.580,125.142
2022-11-22,ÆÈ´ç´ï,25.090,166.665,214.690,29.310,175.162
2022-11-21,ÆÈ´ç´ï,25.120,153.788,215.790,28.210,132.607
2022-11-20,ÆÈ´ç´ï,25.070,0.000,213.960,30.040,0.000
2022-11-19,ÆÈ´ç´ï,25.070,156.000,213.960,30.040,151.910
2022-11-18,ÆÈ´ç´ï,25.070,186.000,213.960,30.040,173.340
2022-11-17,ÆÈ´ç´ï,25.040,219.058,212.860,31.140,214.823
2022-11-16,ÆÈ´ç´ï,25.070,219.000,213.960,30.040,214.823
2022-11-15,ÆÈ´ç´ï,25.130,226.000,216.150,27.850,209.442
2022-11-14,ÆÈ´ç´ï,25.130,214.000,216.150,27.850,256.607
2022-11-13,ÆÈ´ç´ï,25.070,265.000,213.960,30.040,243.691
2022-11-12,ÆÈ´ç´ï,25.070,323.000,213.960,30.040,364.816
2022-11-11,ÆÈ´ç´ï,25.070,187.000,213.960,30.040,166.158
2022-11-10,ÆÈ´ç´ï,25.070,178.000,213.960,30.040,173.877
2022-11-09,ÆÈ´ç´ï,25.070,173.000,213.960,30.040,164.481
2022-11-08,ÆÈ´ç´ï,25.070,149.000,213.960,30.040,174.608
2022-11-07,ÆÈ´ç´ï,25.070,183.000,213.960,30.040,191.495
2022-11-06,ÆÈ´ç´ï,25.070,180.000,213.960,30.040,201.660
2022-11-05,ÆÈ´ç´ï,25.070,184.000,213.960,30.040,188.013
2022-11-04,ÆÈ´ç´ï,25.070,173.000,213.960,30.040,143.212
2022-11-03,ÆÈ´ç´ï,25.070,183.000,213.960,30.040,149.399
2022-11-02,ÆÈ´ç´ï,25.070,179.000,213.960,30.040,174.466
2022-11-01,ÆÈ´ç´ï,25.070,165.000,213.960,30.040,165.425
2022-10-31,ÆÈ´ç´ï,25.040,195.150,212.860,31.140,195.104
2022-10-30,ÆÈ´ç´ï,25.070,195.000,213.960,30.040,195.148
2022-10-29,ÆÈ´ç´ï,25.070,195.000,213.960,30.040,194.583
2022-10-28,ÆÈ´ç´ï,25.040,181.062,212.860,31.140,185.194
2022-10-27,ÆÈ´ç´ï,25.070,186.000,213.960,30.040,185.647
2022-10-26,ÆÈ´ç´ï,25.070,192.000,213.960,30.040,200.311
2022-10-25,ÆÈ´ç´ï,25.070,188.000,213.960,30.040,221.545
2022-10-24,ÆÈ´ç´ï,25.070,218.000,213.960,30.040,176.059
2022-10-23,ÆÈ´ç´ï,25.070,182.000,213.960,30.040,185.849
2022-10-22,ÆÈ´ç´ï,25.070,198.000,213.960,30.040,223.435
2022-10-21,ÆÈ´ç´ï,25.070,211.000,213.960,30.040,181.304
2022-10-20,ÆÈ´ç´ï,25.040,187.000,212.860,31.140,208.224
2022-10-19,ÆÈ´ç´ï,25.070,203.137,213.960,30.040,254.225
2022-10-18,ÆÈ´ç´ï,25.190,229.714,218.360,25.640,212.631
2022-10-17,ÆÈ´ç´ï,25.150,221.053,216.890,27.110,242.407
2022-10-16,ÆÈ´ç´ï,25.200,270.570,218.730,25.270,274.853
2022-10-15,ÆÈ´ç´ï,25.210,238.654,219.100,24.900,196.097
2022-10-14,ÆÈ´ç´ï,25.110,262.973,215.420,28.580,254.548
2022-10-13,ÆÈ´ç´ï,25.090,0.000,214.690,29.310,0.000
2022-10-12,ÆÈ´ç´ï,25.070,0.000,213.960,30.040,0.000
2022-10-11,ÆÈ´ç´ï,25.170,365.713,217.630,26.370,327.472
2022-10-10,ÆÈ´ç´ï,25.080,305.175,214.320,29.680,217.270
2022-10-09,ÆÈ´ç´ï,24.870,349.607,206.730,37.270,407.998
2022-10-08,ÆÈ´ç´ï,25.010,375.990,211.770,32.230,401.268
