년/월/일,측정소명_DAY,보상류수위_DAY,보하류수위_DAY,유입량_DAY,저수량_DAY,공용량_DAY,총방류량_DAY
2013-10-05,공주보, , , , , , 
2013-10-04,공주보, , , , , , 
2013-10-03,공주보, , , , , , 
2013-10-02,공주보, , , , , , 
2013-10-01,공주보, , , , , , 
2013-09-30,공주보, , , , , , 
2013-09-29,공주보, , , , , , 
2013-09-28,공주보, , , , , , 
2013-09-27,공주보, , , , , , 
2013-09-26,공주보, , , , , , 
2013-09-25,공주보, , , , , , 
2013-09-24,공주보, , , , , , 
2013-09-23,공주보, , , , , , 
2013-09-22,공주보, , , , , , 
2013-09-21,공주보, , , , , , 
2013-09-20,공주보, , , , , , 
2013-09-19,공주보, , , , , , 
2013-09-18,공주보, , , , , , 
2013-09-17,공주보, , , , , , 
2013-09-16,공주보, , , , , , 
2013-09-15,공주보, , , , , , 
2013-09-14,공주보, , , , , , 
2013-09-13,공주보, , , , , , 
2013-09-12,공주보, , , , , , 
2013-09-11,공주보, , , , , , 
2013-09-10,공주보, , , , , , 
2013-09-09,공주보, , , , , , 
2013-09-08,공주보, , , , , , 
2013-09-07,공주보, , , , , , 
2013-09-06,공주보, , , , , , 
2013-09-05,공주보, , , , , , 
2013-09-04,공주보, , , , , , 
2013-09-03,공주보, , , , , , 
2013-09-02,공주보, , , , , , 
2013-09-01,공주보, , , , , , 
2013-08-31,공주보, , , , , , 
2013-08-30,공주보, , , , , , 
2013-08-29,공주보, , , , , , 
2013-08-28,공주보, , , , , , 
2013-08-27,공주보, , , , , , 
2013-08-26,공주보, , , , , , 
2013-08-25,공주보, , , , , , 
2013-08-24,공주보, , , , , , 
2013-08-23,공주보, , , , , , 
2013-08-22,공주보, , , , , , 
2013-08-21,공주보, , , , , , 
2013-08-20,공주보, , , , , , 
2013-08-19,공주보, , , , , , 
2013-08-18,공주보, , , , , , 
2013-08-17,공주보, , , , , , 
2013-08-16,공주보, , , , , , 
2013-08-15,공주보, , , , , , 
2013-08-14,공주보, , , , , , 
2013-08-13,공주보, , , , , , 
2013-08-12,공주보, , , , , , 
2013-08-11,공주보, , , , , , 
2013-08-10,공주보, , , , , , 
2013-08-09,공주보, , , , , , 
2013-08-08,공주보, , , , , , 
2013-08-07,공주보, , , , , , 
2013-08-06,공주보, , , , , , 
2013-08-05,공주보, , , , , , 
2013-08-04,공주보, , , , , , 
2013-08-03,공주보, , , , , , 
2013-08-02,공주보, , , , , , 
2013-08-01,공주보, , , , , , 
2013-07-31,공주보, , , , , , 
2013-07-30,공주보, , , , , , 
2013-07-29,공주보, , , , , , 
2013-07-28,공주보, , , , , , 
2013-07-27,공주보, , , , , , 
2013-07-26,공주보, , , , , , 
2013-07-25,공주보, , , , , , 
2013-07-24,공주보, , , , , , 
2013-07-23,공주보, , , , , , 
2013-07-22,공주보, , , , , , 
2013-07-21,공주보, , , , , , 
2013-07-20,공주보, , , , , , 
2013-07-19,공주보, , , , , , 
2013-07-18,공주보, , , , , , 
2013-07-17,공주보, , , , , , 
2013-07-16,공주보, , , , , , 
2013-07-15,공주보, , , , , , 
2013-07-14,공주보, , , , , , 
2013-07-13,공주보, , , , , , 
2013-07-12,공주보, , , , , , 
2013-07-11,공주보, , , , , , 
2013-07-10,공주보, , , , , , 
2013-07-09,공주보, , , , , , 
2013-07-08,공주보, , , , , , 
2013-07-07,공주보, , , , , , 
2013-07-06,공주보, , , , , , 
2013-07-05,공주보, , , , , , 
2013-07-04,공주보, , , , , , 
2013-07-03,공주보, , , , , , 
2013-07-02,공주보, , , , , , 
2013-07-01,공주보, , , , , , 
2013-06-30,공주보, , , , , , 
2013-06-29,공주보, , , , , , 
2013-06-28,공주보, , , , , , 
2013-06-27,공주보, , , , , , 
2013-06-26,공주보, , , , , , 
2013-06-25,공주보, , , , , , 
2013-06-24,공주보, , , , , , 
2013-06-23,공주보, , , , , , 
2013-06-22,공주보, , , , , , 
2013-06-21,공주보, , , , , , 
2013-06-20,공주보, , , , , , 
2013-06-19,공주보, , , , , , 
2013-06-18,공주보, , , , , , 
2013-06-17,공주보, , , , , , 
2013-06-16,공주보, , , , , , 
2013-06-15,공주보, , , , , , 
2013-06-14,공주보, , , , , , 
2013-06-13,공주보, , , , , , 
2013-06-12,공주보, , , , , , 
2013-06-11,공주보, , , , , , 
2013-06-10,공주보, , , , , , 
2013-06-09,공주보, , , , , , 
2013-06-08,공주보, , , , , , 
2013-06-07,공주보, , , , , , 
2013-06-06,공주보, , , , , , 
2013-06-05,공주보, , , , , , 
2013-06-04,공주보, , , , , , 
2013-06-03,공주보, , , , , , 
2013-06-02,공주보, , , , , , 
2013-06-01,공주보, , , , , , 
2013-05-31,공주보, , , , , , 
2013-05-30,공주보, , , , , , 
2013-05-29,공주보, , , , , , 
2013-05-28,공주보, , , , , , 
2013-05-27,공주보, , , , , , 
2013-05-26,공주보, , , , , , 
2013-05-25,공주보, , , , , , 
2013-05-24,공주보, , , , , , 
2013-05-23,공주보, , , , , , 
2013-05-22,공주보, , , , , , 
2013-05-21,공주보, , , , , , 
2013-05-20,공주보, , , , , , 
